Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;ETH-68006;3564;22;-18,9;10,1;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Side-chamber;Funerary area;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;37,0233;-4,5489;896030;4106730;South;Dolmen de Viera;Passage grave;n/a;Beta-353822;3580;30;-21;n/a;n/a;n/a;n/a;n/a;n/a;Animal bone;Chamber;Chamber;Aranda Jimenez et al 2013, Tab 2;n/a;Aranda Jimenez et al 2013;n/a;No;n/a
Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;n/a;KIA-18767;2955;30;-19,59;9,63;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;43,4671515;-7,87641802;590884;4813306;North;Illade 1;Tumulus;n/a;GrN-19212;2970;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Carrero-Pazos 2017;n/a;Carrero-Pazos 2017;Geographic coordinates approximated;No;n/a
Spain;42,94210021;-7,971405534;583918;4754898;North;Ponte da Pedra_new;Varia;n/a;GrN-19216;2970;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Boaventura 2009;n/a;Boaventura 2009;n/a;No;n/a
Portugal;38,7578;-8,2053;569048;4290199;Tagus basins;Comenda da Igreja 1;Passage grave;n/a;OxTL-169f_f5;3015;340;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Context n/a. Dated by TL;n/a;Whittle, Arnaud 1975/Boaventura 2011;n/a;Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Spain;37,6217;-6,62306;709771;4166500;South;El Pozuelo 6;Passage grave;n/a;I-19080;3580;120;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Nocete 2004;n/a;Nocete 2004;n/a;No;n/a
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;Beta-440649;3600;30;-19;10,1;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Side-chamber;Funerary area;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Portugal;40,5107;-8,0045;584339;4484918;Duero basins;Arquinha da Moura;Passage grave;n/a;GrA-9575;3030;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement corridor;Mound soil;Cruz et al 2003;n/a;Cruz et al 2003;n/a;No;n/a
Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;n/a;KIA-18762;3030;40;-20,18;10,36;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;37,28168747;-6,932644959;683275;4128124;South;La Orden-El Seminario 7016;Tholos;n/a;CNA-622;3600;60;n/a;n/a;n/a;n/a;-135;20;C3 plants and terrestrial animals with marine resources;Human bone;Cist;Chamber;Martinez Fernandez, Vera 2014;Martinez Fernandez, Vera 2014;Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Spain;42,947767;-2,210353;1053974;4777432;Ebro basin;Unanibi;Dolmen;n/a;I-16275;3040;230;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;Yes;Outlier
Spain;42,97257;-2,25572;1050049;4779889;North;Zorroztarri;Dolmen;n/a;I-16276bis;3040;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;Yes;Bronze age site
Portugal;38,8375;-8,23917;566032;4299018;Tagus basins;Zambujeiro 4;Varia;n/a;Beta-196093;3040;40;-26,1;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Rocha 2005, 189-190;n/a;Rocha 2005, 189-190;n/a;Yes;Outlier
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;ETH-66526;3606;25;-18,6;10,6;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Mound;Mound;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;ETH-66529;3615;25;-19,2;10,4;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 2;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;42,95178832;-2,22810741;1052488;4777762;North;Etxegarate;Dolmen;n/a;Ua-37367;3070;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;I-19025;3080;80;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;ETH-66527;3618;25;-18,7;10,7;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Side-chamber;Funerary area;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;42,947767;-2,210353;1053974;4777432;Ebro basin;Unanibi;Tumulus;n/a;Ua-3589;3085;75;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Portugal;37,20637;-8,593535;536067;4117843;South;Monte Canelas 1;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-290364;3620;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Superior level;n/a;Moran Hernandez 2014;n/a;Moran Hernandez 2014;n/a;No;n/a
Portugal;41,0237;-7,4417;631010;4542557;Duero basins;Carvalhal;Dolmen;n/a;GrN-20792;3100;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Top of orthostat pit;Mound soil;Cruz 2003;n/a;Cruz 2003;n/a;Yes;Aberrant in the site context
Spain;43,3949038;-2,7153926;1009012;4823888;North;Katillotxu 1;Dolmen;n/a;Beta-259126;3110;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;Lopez Quintana, Guenaga Lizasu 2009;n/a;No;n/a
Portugal;40,7194;-7,86333;596000;4508229;Duero basins;Casinha Derribada;Varia;n/a;OxA-9910;3115;65;-25,7;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Cruz et al 1998;n/a;Cruz et al 1998;n/a;Yes;Bronze age site
Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;n/a;CNA-2409;3625;40;-23,11;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an unesexed adult (30-35 years old). Layer III;Chamber;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a;No;n/a
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299303;3120;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;n/a;Beta-301933;3670;40;-18,7;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an unesexed adult (41-60 years old). Layer III;Chamber;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a;No;n/a
Spain;39,8974;4,1126;1622652;4499565;East;Ses Roques Llises;Passage grave;n/a;KIA-20204;3135;35;-19,33;9,02;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;CNA-3252;3670;35;-18,7;10,7;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 3;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299307;3160;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;n/a
Spain;37,6129;-6,5368;717411;4165720;South;Puerto de los Huertos;Gallery sepulchre;Rectilinear gallery;CNA-341;3680;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Linares, Garcia Sanjuan 2010;Linares, Garcia Sanjuan 2010;Lozano Medina 2017;n/a;No;n/a
Portugal;38,030767;-7,617345;621345;4210130;South;Centirã 2;Tholos;n/a;Sac-2796_C;3689;25;-19,2;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Burial 1;Funerary area;Lozano Medina, Aranda Jimenez 2017;Robles et al 2013;Robles et al 2013/Lozano Medina, Aranda Jimenez 2017;Sac-2796 and Beta-331980 combined;No;n/a
Spain;42,4097;2,966944;1485307;4765197;East;Fontanilles;Passage grave;n/a;GaK-12934;3180;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber, entrance area;Chamber;Telearchaeology.com;n/a;Telearchaeology.com;n/a;Yes;Outlier
Spain;36,96562492;-2,522408274;1076951;4110718;South;Los Millares 51;Tholos;n/a;CNA4435;3690;30;-18,7;10,7;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;39,905736;4,212298;1631073;4501779;East;Biniai Nou 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;UtC-8951;3200;35;-19,67;8,42;n/a;n/a;n/a;n/a;Meat and vegetables. Low indices of marine resources;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;No;n/a
Portugal;39,70854;-7,98336;587148;4395902;Tagus basins;Anta de Lajinha;Passage grave;n/a;ITNLUM-205;3200;300;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Regolith (quartz);Corridor. Dated by OSL;Corridor;Burbidge et al 2014;n/a;Burbidge et al 2014/Lozano Medina 2017;n/a;No;n/a
Spain;37,28168747;-6,932644959;683275;4128124;South;La Orden-El Seminario 7055;Rock-cut-tomb, artificial cave & hypogeum;n/a;CNA-330;3700;50;n/a;n/a;n/a;n/a;-135;20;C3 plants and terrestrial animals with marine resources;Human bone;n/a;n/a;Martinez Fernandez, Vera 2014;Martinez Fernandez, Vera 2014;Lozano Medina 2017;DeltaR values from Monge Soares, Matos Martins 2010;No;n/a
Portugal;39,4091;-7,3144;645118;4363531;Tagus basins;Anta das Castelhanas;Varia;n/a;OxA-5432;3220;65;-26,1;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Paleosol;Oliveira 1997;n/a;Oliveira 1997;n/a;Yes;Aberrant
Spain;37,5586;-6,7353;700033;4159253;South;Los Gabrieles 4;Passage grave;Angled corridor;Beta-185650;3700;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial chamber (layer 2);Funerary area;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;Geographic coordinates approximated;No;n/a
Spain;43,16080594;-7,496979382;622189;4779768;North;Madorra da Granxa;Tumulus;n/a;CSIC-1377;3246;28;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Fabregas Valcarce, Vilaseco Vazquez 2006;Chao, Alvarez 2000;Chao, Alvarez 2000/Fabregas Valcarce, Vilaseco Vazquez 2006;n/a;No;n/a
Spain;37,3658;-3,2975;1005165;4150738;South;Panoria 10;Varia;Cistoid structure with corridor;Beta-448207;3700;30;n/a;9,3;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 10. Funerary chamber. Left femur;Chamber;Aranda Jimenez et al 2017, Tab 19;n/a;n/a;n/a;No;n/a
Portugal;40,8348;-7,7555;604926;4521163;Duero basins;Orca das Castenairas;Passage grave;n/a;GrA-9314;3250;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Portugal;41,1856;-8,0407;580452;4559804;Duero basins;Outeiro de Gregos 5;Tumulus;n/a;CSIC-773;3250;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer under tumulus;Paleosol;Cruz 1995;n/a;Cruz 1995;n/a;No;n/a
Spain;37,3658;-3,2975;1005165;4150738;South;Panoria 10;Varia;Cistoid structure with corridor;ETH-69965;3718;17;-20,2;9,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 10. First section of passage. Left femur;Corridor;Aranda Jimenez et al 2017, Tab 17;n/a;n/a;n/a;No;n/a
Spain;36,84287254;-2,206617462;1106090;4099045;South;El Barranquete 9;Tholos;n/a;Beta-440650;3720;30;-20;9,6;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 3;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Portugal;38,7578;-8,2053;569048;4290199;Tagus basins;Comenda da Igreja 1;Passage grave;n/a;OxTL-169f_f3;3255;330;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Context n/a. Dated by TL;n/a;Whittle, Arnaud 1975/Boaventura 2011;n/a;Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Portugal;38,706541;-9,377149;467207;4284279;Tagus basins;Alapraia 4;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-178462;3260;40;-19,4;n/a;n/a;n/a;n/a;n/a;Mainly meat;Human bone;n/a;n/a;Gonvßalves 2005;Gonvßalves 2005;Lozano Medina 2017;n/a;No;n/a
Spain;38,6911;-6,41778;724584;4285663;South;Huerta Montero;Tholos;n/a;GrN-16954;3720;100;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Reuse of the chamber;Chamber;Garcia Sanjuan et al 2011, Tab 3;Blasco, Ortiz 1991;Garcia Sanjuan et al 2011;n/a;No;n/a
Spain;38,7265;1,4458;1409077;4338592;East;Ca na Costa;Dolmen;n/a;BM-1677;3270;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Lull et al 2004/Mico Perez  2005/Van Strydonck et al 2005;n/a;Lull et al 2004/Mico Perez  2005/Van Strydonck et al 2005;DeltaR values from Monge Soares, Matos Martins 2010. ;Yes;Non megalithic site
Spain;42,59383;-2,0531;1070062;4739161;Ebro basin;San Pelayo;Cist;n/a;I-16858;3270;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Yes;Bronze age site
Spain;42,56760266;-2,553544662;1029208;4733058;Ebro basin;Chabola de la Hechicera;Passage grave;n/a;Beta-288936;3280;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013;n/a;Fernandez Eraso, Mujika Alustiza 2013;n/a;No;n/a
Spain;42,59383;-2,0531;1070062;4739161;Ebro basin;San Pelayo;Cist;n/a;Beta-392699;3280;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Skull. Pit deposit no. 11;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Sesma et al 2014/Mujika Alustiza et al 2016;n/a;Yes;Bronze age site
Spain;42,97257;-2,25572;1050049;4779889;North;Zorroztarri;Dolmen;n/a;I-16276;3280;90;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;Yes;Bronze age site
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-166420;3720;50;-20,5;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Spain;36,84316793;-2,207241097;1106032;4099074;South;El Barranquete 8;Tholos;n/a;CNA-3239;3724;35;-19;8,7;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 1;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;39,905736;4,212298;1631073;4501779;East;Biniai Nou 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;UtC-9043;3290;40;-19,5;8,63;n/a;n/a;n/a;n/a;Meat and vegetables. Low indices of marine resources;Human bone;Under layer chamber;Mound soil;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;No;n/a
Spain;40,0511;4,065278;1616034;4516092;East;Ferragut Nou;Dolmen;n/a;UBAR-413;3300;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005;n/a;Mico Perez  2005;n/a;No;n/a
Spain;42,1314;3,023333;1494391;4734904;East;Tafaina;Dolmen;n/a;UBAR-246;3300;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Telearchaeology.com;n/a;Telearchaeology.com;n/a;Yes;Outlier
Spain;42,95178832;-2,22810741;1052488;4777762;North;Etxegarate;Dolmen;n/a;Ua-35431;3300;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Portugal;37,19937076;-8,587818358;536578;4117069;South;Alcalar 9;Tholos;n/a;Beta-316624;3730;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Valera et al 2019, 62;Valera et al 2019, 62;Valera et al 2019, Rocha 2020;n/a;No;n/a
Portugal;39,46134;-7,54437;625225;4368985;Tagus basins;Anta dos Currais do Galhordas;Passage grave;n/a;S2.15C/0441;3300;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Base of the chamber and corridor;Chamber;Monteiro-Rodrigues, Oliveira 2018, 453;Monteiro-Rodrigues, Oliveira 2018, 453;Monteiro-Rodrigues, Oliveira 2018, 453;n/a;Yes;Outlier
Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;n/a;KIA-11903;3305;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;39,905736;4,212298;1631073;4501779;East;Biniai Nou 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;UtC-7847;3310;45;n/a;n/a;n/a;n/a;n/a;n/a;Meat and vegetables. Low indices of marine resources;Human bone;Under layer chamber;Mound soil;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;No;n/a
Spain;41,540088;2,133572;1429351;4658998;East;Can Roqueta;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-671;3310;55;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Hypogeum CRI-222B-2;Funerary area;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011;Carlv?s et al. 2008;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011,;Level 2 from ambit B (niche);No;n/a
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299309;3320;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;Also Beta-299109?
Spain;43,16080594;-7,496979382;622189;4779768;North;Madorra da Granxa;Tumulus;n/a;CSIC-1375;3329;27;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Fabregas Valcarce, Vilaseco Vazquez 2006;Chao, Alvarez 2000;Chao, Alvarez 2000/Fabregas Valcarce, Vilaseco Vazquez 2006;n/a;No;n/a
Spain;39,9869;-4,2036;909581;4437334;Tagus basins;Valle de las Higueras 7;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-218062;3330;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Burial M2;Funerary area;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;No;n/a
Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;n/a;CNA-2406;3730;35;-18,82;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Human left humerus from an adult male (21-40 years old). Layer IV;Chamber;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a;No;n/a
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-166421;3730;40;-20,6;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Portugal;38,7578;-8,2053;569048;4290199;Tagus basins;Comenda da Igreja 1;Passage grave;n/a;OxTL-169f_F2;3340;350;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Ceramic shard;Chamber. Dated by TL;Chamber;Whittle, Arnaud 1975/Boaventura 2011;n/a;Whittle, Arnaud 1975/Boaventura 2011/Lozano Medina 2017;n/a;No;n/a
Spain;42,947767;-2,210353;1053974;4777432;Ebro basin;Unanibi;Tumulus;n/a;I-16776;3350;100;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;36,9844;-4,415;908159;4102978;South;Cortijo de El Tardon;Cist;n/a;GrN-16066;3745;25;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Garcia Sanjuan et al 2011;n/a;Garcia Sanjuan et al 2011;Geographic coordinates approximated;No;n/a
Portugal;41,1886;-8,0416;580373;4560136;Duero basins;Outeiro de Gregos 1;Cist;Simple chamber;CISC-771;3360;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer under peripheric structure;Paleosol;Cassen 1993, 515;n/a;Cassen 1993, 515;n/a;No;n/a
Spain;42,679546;-1,147315;1143537;4755223;Ebro basin;Corona de Hualde;Dolmen;Cistoid structure with cuadrangular shape of 1.10 x 0.80 m;N.R.4d;3360;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Alday et al 2016;n/a;Alday et al 2016;n/a;No;n/a
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299302;3360;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;Also Beta-299102?
Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;n/a;Beta-299312;3360;30;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;No;Also Beta-299112?
Spain;42,95178832;-2,22810741;1052488;4777762;North;Etxegarate;Dolmen;n/a;GrA-24207;3360;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Portugal;40,8348;-7,7555;604926;4521163;Duero basins;Orca das Castenairas;Passage grave;n/a;OxA-7436;3365;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium, late phase;Funerary area;Senna-Martinez, Ventura 2008;n/a;Senna-Martinez, Ventura 2008;n/a;No;n/a
Spain;39,75;3,3033;1555474;4473090;East;S'Aigua Dolça;Dolmen;n/a;UtC-4739;3365;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;39,754;3,1588;1542984;4471813;East;Son Baulo de Dalt;Dolmen;n/a;KIA-13225;3365;30;-19,76;9,03;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Mico Perez  2005/Van Strydonck et al 2005;n/a;Mico Perez  2005/Van Strydonck et al 2005;n/a;Yes;Non megalithic site
Spain;41,540088;2,133572;1429351;4658998;East;Can Roqueta;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-670;3370;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Hypogeum CRII-70B2;Funerary area;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011;n/a;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011,;Level 2 sedimentary fill;No;n/a
Spain;41,540088;2,133572;1429351;4658998;East;Can Roqueta;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-864;3370;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Multiple inhumation in pit CCR TR-10;Mound;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011;Carlv?s et al. 2008;http://www.telearchaeology.com/c14/db.aspx, 14.01.2011,;Individual n¬? 3 level 2;No;n/a
